,subject,nll,bic,model,alpha,gamma,theta,phi,beta
22,22,177.11166595005557,381.3038339111332,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.22853022736245698,1.0,0.6198755687911819,0.0,0.44717316248794814
