,subject,nll,bic,model,alpha,gamma,theta,phi,beta
21,21,134.15376515364898,295.38803231832003,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.45771643077378005,0.4558291325989127,0.6600573594564404,0.0,0.25753111692308484
