,subject,nll,bic,model,alpha,gamma,theta,phi,beta
24,24,120.48213354528048,268.04476910158303,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.2824963984482242,1.0,0.6793737444849977,0.0,0.5168066215274733
