,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
21,21,145.65535766595474,323.807317745136,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.5270093846055418,0.6937909821645193,0.5097269999814551,2.9763463315024753e-05,9.583796797831482,1.1405828104952098
