,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
22,22,186.21305481173113,404.9227120366888,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.8244262978324338,0.995285872663923,0.5058412237046341,5.128119851256318e-05,43.80491209805964,1.8353253586796732
