,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
17,17,244.9819872187989,522.4605768508243,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.8103084089110503,0.9425545428624527,0.9667782051429759,0.8888030774186766,2.5816947834776025,3.325401873689919e-11
