,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
6,6,177.93234766833785,388.36129774990223,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.5006131746086083,1.0,0.8063744168139432,3.1878090019445747e-07,31.906181658010915,1.018295540163527
