,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
4,4,205.8908976882339,444.27839778969434,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.6954740762298649,1.0,0.4527787172543019,8.305945004070534e-07,33.18949853479622,0.7707615934498524
