,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
37,37,247.18708995133713,526.8707823159008,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.7101007661626847,0.8997065488454059,0.9906570175730794,0.7414580812884001,19.444559951775815,0.0
