,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
2,2,245.32860270339864,523.1538078200238,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.8096240540922158,0.6005458654486657,0.9814504821757984,0.0023454178127524927,29.02906663017872,1.6537882174816332e-12
