,subject,nll,bic,model,w_p,eta,theta,phi,wd,beta
33,33,180.33135528312954,393.1593129794856,sb_int-additive_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-distance-dependent,0.5998336248686128,0.8720167266057687,0.6076413712277715,7.178284698308474e-06,4.430873067317377,2.459149693145932
