,subject,nll,bic,model,alpha,gamma,eta,theta,beta
15,15,174.04669762413837,375.1738972592988,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.18782803661610642,1.0,1.0,0.6006309396909749,0.49890884305748545
