,subject,nll,bic,model,alpha,gamma,eta,theta,beta
31,31,61.49004738122781,150.06059677347773,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.046857687893585256,1.0,1.0,0.7214144427877499,1.027089041230495
