,subject,nll,bic,model,alpha,gamma,eta,theta,beta
19,19,182.11159841080246,391.303698832627,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.5121380406621673,0.5150329692215291,0.8832447102068999,0.5082063016784328,0.1921430275447959
