,subject,nll,bic,model,alpha,gamma,eta,theta,beta
41,41,185.34796447588565,397.77643096279337,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.5244737783809686,0.872543720788986,0.4209721590711439,0.0,0.2016776722072343
