,subject,nll,bic,model,alpha,gamma,eta,theta,beta
27,27,139.11511343612983,305.31072888328174,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.2491504061963101,1.0,1.0,0.7127077498603502,0.7624167869615469
