,subject,nll,bic,model,alpha,gamma,eta,theta,beta
42,42,200.42368252994322,427.9278670709085,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.5040606962254484,0.45469683084540674,0.3986631985473985,0.5358883064434811,0.3428563508687943
