,subject,nll,bic,model,alpha,gamma,eta,theta,beta
36,36,120.5599361817927,268.20037437460746,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.1313624770283002,1.0,1.0,0.7588233721657693,1.136220274802985
