,subject,nll,bic,model,alpha,gamma,eta,theta,beta
17,17,148.6048069469507,324.2901159049235,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.35442151245480763,0.5773749569248969,0.8499372643252188,0.5715353778261121,0.5825426342233312
