,subject,nll,bic,model,alpha,gamma,eta,theta,beta
35,35,176.76298675121032,380.6064755134427,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.27494843386836504,1.0,0.31669661754689493,0.7266929921670643,0.556750730399609
