,subject,nll,bic,model,alpha,gamma,eta,theta,beta
26,26,169.8515566563069,366.7836153236359,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-none_inh-none,0.2663325744977415,0.411508832828268,1.0,0.677579075172154,0.5193222635026798
