,subject,nll,bic,model,w_p,eta,lam,beta
6,6,145.1013249869929,311.86705158280347,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.494990616477355,0.9642562434375954,0.5791420370361433,10.0
