,subject,nll,bic,model,w_p,eta,lam,beta
30,30,141.17560218964167,304.015605988101,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.7705301907266934,1.0,0.7610879360395644,8.981735211181224
