,subject,nll,bic,model,w_p,eta,lam,beta
3,3,188.2859879072546,398.23637742332687,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.6954577158130795,0.9716282464452942,0.16748149801752943,10.0
