,subject,nll,bic,model,w_p,eta,lam,beta
2,2,135.8195813592517,293.3035643273211,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.8886726986952616,1.0,0.6144521977781103,10.0
