,subject,nll,bic,model,w_p,eta,lam,beta
41,41,224.95284859605417,471.570098800926,sb_int-additive_comp-vsmean_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.5438171587998756,1.0,0.2604433449401776,4.020826180922304
