subject,nll,bic,model,beta,beta_gen,lam,lam_gen
38-gaze-baseline-dyn,131.20162146524103,273.2354437348909,gaze-baseline-dyn,1.274226867520426,1.1660557525468682,0.153928691929955,0.1416949168799935
