subject,nll,bic,model,beta,beta_gen,lam,lam_gen
14-glickman1layer,153.58908268947803,318.0103661833649,gaze-baseline-dyn,1.2101913903155734,5.1993878204852,0.2565046462848914,0.1889463098964161
