subject,nll,bic,model,beta,beta_gen,lam,lam_gen
11-glickman1layer,148.3955659144372,307.62333263328327,gaze-baseline-dyn,1.1490706213812785,2.730729438849143,0.16393526517998577,0.1498330162684346
