subject,nll,bic,model,beta,beta_gen,lam,lam_gen
31-gaze-baseline-dyn,67.93727700373805,146.70675481188493,gaze-baseline-dyn,2.931682120369726,3.1569753995395664,0.7560875339073324,0.8184594159705266
