subject,nll,bic,model,beta,beta_gen,lam,lam_gen
21-glickman1layer,46.13981998305755,103.11184077052394,gaze-baseline-dyn,3.0419388282140747,10.095628845207218,0.5338984563937884,0.5511732483073538
