subject,nll,bic,model,beta,beta_gen,lam,lam_gen
18-gaze-baseline-dyn,155.26922297441854,321.3706467532459,gaze-baseline-dyn,0.8686263500788552,0.7912501265320757,0.11547177966818693,0.1204620714743782
