subject,nll,bic,model,beta,beta_gen,lam,lam_gen
13-glickman1layer,103.00133849537025,216.83487779514934,gaze-baseline-dyn,1.0469595865416985,0.4554566492183077,0.09430933955139664,0.0863322818506472
