,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
33,33,133.90713187896563,300.3108661711578,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.4754740223620565,0.5920225858325341,1.0,0.7716166517785717,0.8282832090750454,1.2761770273005224
