,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
12,12,116.20376538936355,264.90413319195363,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.2568652547637209,1.0,1.0,0.7608397989389746,0.7972095602401065,1.9568551257154176
