,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
38,38,112.98857114876833,258.4737447107632,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.7093104626413838,0.71677593777293,1.0,0.6949016650710514,0.8156202533586533,0.536214574424134
