,subject,nll,bic,model,alpha,gamma,eta,theta,lam,beta
15,15,135.26297911271786,303.02256063866224,sb_int-multiplicative_comp-vsmean_gbatt-true_gbalt-true_lk-gaze-dependent_inh-none,0.22846444707154126,1.0,0.9990168772221738,0.7293612059302295,0.48711739065283016,2.7415410853700757
