,subject,nll,bic,model,alpha,gamma,eta,beta
30,30,131.10062979353862,283.8656611958949,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.3138604676921185,1.0,0.9977392600228303,0.6508695353489325
