,subject,nll,bic,model,alpha,gamma,eta,beta
23,23,167.00435622887682,355.6731140665713,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,1.148444510652899,1.0,0.00995070765327923,4.6655645178953185
