,subject,nll,bic,model,alpha,gamma,eta,beta
18,18,136.5331881388612,294.73077788654007,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.41082253928086526,0.6495454017543679,1.0,0.7172226855478182
