,subject,nll,bic,model,alpha,gamma,eta,beta
13,13,196.22006778027585,414.1045371693694,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.7361057554013651,0.7899120859652362,0.8958011688712328,0.0842311263337083
