,subject,nll,bic,model,alpha,gamma,eta,beta
15,15,207.83453697370064,437.33347555621896,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.21425836576218815,1.0,0.1614514796521719,0.9822320059821776
