,subject,nll,bic,model,alpha,gamma,eta,beta
12,12,180.4879004350188,382.64020247885526,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.2921190372652982,1.0,1.0,0.5701214945305395
