,subject,nll,bic,model,alpha,gamma,eta,beta
43,43,230.7904750992833,483.2453518073843,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,1.026136587680065,1.0,0.018140243070867822,2.699379645884985
