,subject,nll,bic,model,alpha,gamma,eta,beta
24,24,157.41633163892317,336.497064886664,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.28674264175363456,1.0,0.35611016589836936,1.1073979121514703
