,subject,nll,bic,model,alpha,gamma,eta,beta
8,8,168.76343829843628,359.19127820569025,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.16690576929925097,1.0,0.013317747712832187,2.7550293789212854
