,subject,nll,bic,model,alpha,gamma,eta,beta
36,36,153.72139623319651,329.1071940752107,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.14578260886481148,1.0,0.007496645313289318,5.696245750626359
