,subject,nll,bic,model,alpha,gamma,eta,beta
9,9,171.3034828697741,364.27136734836586,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-none,0.265043003545235,1.0,0.8600483000911702,0.7578996320181391
