,subject,nll,bic,model,w_p,eta,lam,beta
23,23,115.54766667033742,252.75973494949253,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.33747221298254065,1.0,0.9012529352383223,2.5013276438496987
