,subject,nll,bic,model,w_p,eta,lam,beta
11,11,110.91050444867153,243.48541050616075,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.7784711475599104,1.0,0.8428258426245948,3.0725851798220267
