,subject,nll,bic,model,w_p,eta,lam,beta
26,26,69.98568805316194,161.63577771514156,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.5447180521475932,0.5345579757026069,0.06687668275731853,6.0331867207523135
