,subject,nll,bic,model,w_p,eta,lam,beta
20,20,60.61404967763595,142.89250096408958,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,1.0,1.0,0.025205506544068706,4.999234170705196
