,subject,nll,bic,model,w_p,eta,lam,beta
36,36,109.44682026805519,240.55804214492807,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.8901095233954831,0.6533834250332009,0.9298150718773046,4.558336767770746
