,subject,nll,bic,model,w_p,eta,lam,beta
19,19,144.13587224153815,309.936146091894,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-gaze-dependent_inh-none,0.5196753876636447,1.0,0.8608735670397039,1.8923017237044975
