,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
22,22,177.11166594724432,386.71993430771516,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-free,0.22853089891824224,1.0,1.0,0.6198789142112109,0.0,0.6707582192464102
