,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
42,42,200.42368264969718,433.3439677126209,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-free,0.5040836651268625,0.45471787999892327,0.39864910881269133,0.5358799747209804,0.0,0.514217616301091
