,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
14,14,195.53276117942687,423.56212477208027,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-free,0.44028690305731316,0.44915238353549697,1.0,0.6479915678704287,0.0,0.38805169235280024
