,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
39,39,181.01667921403856,394.52996084130365,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-free,1.1207371871768739,0.7581032917724799,0.012113695083103334,0.6377194334413532,0.0,5.702147016868422
