,subject,nll,bic,model,alpha,gamma,eta,theta,phi,beta
15,15,174.04669762413377,380.58999766149407,sb_int-multiplicative_comp-absolute_gbatt-true_gbalt-true_lk-none_inh-free,0.18782805029085212,1.0,1.0,0.6006311490578974,0.0,0.7483636004510817
