,subject,nll,bic,model,alpha,gamma,theta,lam,beta
3,3,100.99302273511879,229.06654748125968,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-none,0.3116074597687674,0.3285983570909047,0.7304432972508604,0.761042394385679,10.0
