,subject,nll,bic,model,alpha,gamma,theta,lam,beta
7,7,103.92922249054897,234.93894699212004,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-none,0.69222873814753,0.6327606164368568,0.7710299819730263,0.890707828017448,1.0183552324749672
