,subject,nll,bic,model,alpha,gamma,theta,lam,beta
6,6,73.42954022926088,173.93958246954386,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-none,0.8927647651428757,0.877155675191953,0.9020502046964581,0.5087269213510481,2.0783692480737743
