,subject,nll,bic,model,alpha,gamma,theta,lam,beta
35,35,156.4719302038043,340.0243624186307,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-none,0.24963373715198506,1.0,0.6995179287221974,0.9079337228117138,1.3348150621670543
