,subject,nll,bic,model,alpha,gamma,theta,lam,beta
41,41,141.8890846984949,310.8586714080119,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-none,0.8544322581409274,0.976994522837805,0.12767627555449493,0.7378913108075698,0.22923788347985175
